filepath,dominant,all_labels,dominant_clean,coarse_label
data/emotic_faces_128/['Engagement']/sample_011841_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Anticipation']/sample_011842_p0.jpg,['Anticipation'],['Anticipation'];['Engagement'],Anticipation,surprised
data/emotic_faces_128/['Engagement']/sample_011844_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Engagement']/sample_011845_p0.jpg,['Engagement'],['Engagement'];['Excitement'],Engagement,happy
data/emotic_faces_128/['Anticipation']/sample_011847_p0.jpg,['Anticipation'],['Anticipation'],Anticipation,surprised
data/emotic_faces_128/['Fatigue']/sample_011848_p0.jpg,['Fatigue'],['Fatigue'],Fatigue,sad
data/emotic_faces_128/['Confidence']/sample_011849_p0.jpg,['Confidence'],['Confidence'];['Engagement'];['Excitement'],Confidence,happy
data/emotic_faces_128/['Happiness']/sample_011850_p0.jpg,['Happiness'],['Happiness'],Happiness,happy
data/emotic_faces_128/['Engagement']/sample_011851_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Happiness']/sample_011852_p0.jpg,['Happiness'],['Happiness'];['Peace'],Happiness,happy
data/emotic_faces_128/['Anger']/sample_011855_p0.jpg,['Anger'],['Anger'],Anger,angry
data/emotic_faces_128/['Happiness']/sample_011858_p0.jpg,['Happiness'],['Happiness'];['Pleasure'],Happiness,happy
data/emotic_faces_128/['Engagement']/sample_011859_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Yearning']/sample_011860_p0.jpg,['Yearning'],['Yearning'],Yearning,sad
data/emotic_faces_128/['Engagement']/sample_011861_p0.jpg,['Engagement'],['Engagement'];['Esteem'];['Peace'];['Sympathy'],Engagement,happy
data/emotic_faces_128/['Engagement']/sample_011862_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Affection']/sample_011863_p0.jpg,['Affection'],['Affection'];['Engagement'];['Esteem'];['Happiness'],Affection,happy
data/emotic_faces_128/['Happiness']/sample_011864_p0.jpg,['Happiness'],['Happiness'];['Pleasure'],Happiness,happy
data/emotic_faces_128/['Anticipation']/sample_011865_p0.jpg,['Anticipation'],['Anticipation'],Anticipation,surprised
data/emotic_faces_128/['Anticipation']/sample_011866_p0.jpg,['Anticipation'],['Anticipation'];['Confidence'];['Doubt/Confusion'];['Esteem'];['Excitement'];['Fear'],Anticipation,surprised
data/emotic_faces_128/['Anticipation']/sample_011867_p0.jpg,['Anticipation'],['Anticipation'];['Engagement'];['Happiness'],Anticipation,surprised
data/emotic_faces_128/['Engagement']/sample_011868_p0.jpg,['Engagement'],['Engagement'];['Excitement'],Engagement,happy
data/emotic_faces_128/['Happiness']/sample_011869_p0.jpg,['Happiness'],['Happiness'],Happiness,happy
data/emotic_faces_128/['Confidence']/sample_011870_p0.jpg,['Confidence'],['Confidence'];['Engagement'],Confidence,happy
data/emotic_faces_128/['Anticipation']/sample_011872_p0.jpg,['Anticipation'],['Anticipation'];['Engagement'];['Excitement'],Anticipation,surprised
data/emotic_faces_128/['Disquietment']/sample_011873_p0.jpg,['Disquietment'],['Disquietment'];['Fatigue'],Disquietment,confused
data/emotic_faces_128/['Engagement']/sample_011874_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Anticipation']/sample_011875_p0.jpg,['Anticipation'],['Anticipation'];['Engagement'],Anticipation,surprised
data/emotic_faces_128/['Fear']/sample_011876_p0.jpg,['Fear'],['Fear'],Fear,confused
data/emotic_faces_128/['Confidence']/sample_011877_p0.jpg,['Confidence'],['Confidence'];['Engagement'],Confidence,happy
data/emotic_faces_128/['Anticipation']/sample_011878_p0.jpg,['Anticipation'],['Anticipation'];['Engagement'],Anticipation,surprised
data/emotic_faces_128/['Engagement']/sample_011880_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Engagement']/sample_011881_p0.jpg,['Engagement'],['Engagement'];['Excitement'],Engagement,happy
data/emotic_faces_128/['Anticipation']/sample_011882_p0.jpg,['Anticipation'],['Anticipation'],Anticipation,surprised
data/emotic_faces_128/['Excitement']/sample_011885_p0.jpg,['Excitement'],['Excitement'];['Happiness'],Excitement,happy
data/emotic_faces_128/['Disconnection']/sample_011886_p0.jpg,['Disconnection'],['Disconnection'];['Disquietment'];['Esteem'],Disconnection,neutral
data/emotic_faces_128/['Doubt-Confusion']/sample_011888_p0.jpg,['Doubt/Confusion'],['Doubt/Confusion'];['Engagement'],Doubt/Confusion,confused
data/emotic_faces_128/['Annoyance']/sample_011889_p0.jpg,['Annoyance'],['Annoyance'];['Confidence'];['Engagement'];['Fatigue'],Annoyance,angry
data/emotic_faces_128/['Engagement']/sample_011890_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Anticipation']/sample_011891_p0.jpg,['Anticipation'],['Anticipation'];['Excitement'];['Happiness'];['Pleasure'],Anticipation,surprised
data/emotic_faces_128/['Anticipation']/sample_011892_p0.jpg,['Anticipation'],['Anticipation'];['Engagement'];['Fatigue'],Anticipation,surprised
data/emotic_faces_128/['Engagement']/sample_011893_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Disconnection']/sample_011894_p0.jpg,['Disconnection'],['Disconnection'];['Engagement'],Disconnection,neutral
data/emotic_faces_128/['Engagement']/sample_011895_p0.jpg,['Engagement'],['Engagement'];['Esteem'];['Happiness'];['Pleasure'],Engagement,happy
data/emotic_faces_128/['Engagement']/sample_011896_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Yearning']/sample_011897_p0.jpg,['Yearning'],['Yearning'],Yearning,sad
data/emotic_faces_128/['Engagement']/sample_011899_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Pain']/sample_011900_p0.jpg,['Pain'],['Pain'];['Sadness'];['Suffering'],Pain,sad
data/emotic_faces_128/['Yearning']/sample_011902_p0.jpg,['Yearning'],['Yearning'],Yearning,sad
data/emotic_faces_128/['Excitement']/sample_011903_p0.jpg,['Excitement'],['Excitement'];['Happiness'];['Pleasure'],Excitement,happy
data/emotic_faces_128/['Engagement']/sample_011904_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Engagement']/sample_011905_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Engagement']/sample_011906_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Anticipation']/sample_011909_p0.jpg,['Anticipation'],['Anticipation'];['Engagement'],Anticipation,surprised
data/emotic_faces_128/['Anger']/sample_011910_p0.jpg,['Anger'],['Anger'],Anger,angry
data/emotic_faces_128/['Disconnection']/sample_011911_p0.jpg,['Disconnection'],['Disconnection'],Disconnection,neutral
data/emotic_faces_128/['Engagement']/sample_011915_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Disapproval']/sample_011916_p0.jpg,['Disapproval'],['Disapproval'];['Sadness'],Disapproval,angry
data/emotic_faces_128/['Engagement']/sample_011917_p0.jpg,['Engagement'],['Engagement'];['Happiness'],Engagement,happy
data/emotic_faces_128/['Engagement']/sample_011918_p0.jpg,['Engagement'],['Engagement'];['Sympathy'],Engagement,happy
data/emotic_faces_128/['Anticipation']/sample_011921_p0.jpg,['Anticipation'],['Anticipation'];['Engagement'];['Excitement'],Anticipation,surprised
data/emotic_faces_128/['Anticipation']/sample_011923_p0.jpg,['Anticipation'],['Anticipation'];['Engagement'];['Happiness'],Anticipation,surprised
data/emotic_faces_128/['Annoyance']/sample_011924_p0.jpg,['Annoyance'],['Annoyance'];['Disapproval'];['Disconnection'];['Disquietment'],Annoyance,angry
data/emotic_faces_128/['Engagement']/sample_011926_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Confidence']/sample_011927_p0.jpg,['Confidence'],['Confidence'];['Engagement'];['Excitement'],Confidence,happy
data/emotic_faces_128/['Fatigue']/sample_011928_p0.jpg,['Fatigue'],['Fatigue'],Fatigue,sad
data/emotic_faces_128/['Engagement']/sample_011929_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Engagement']/sample_011932_p0.jpg,['Engagement'],['Engagement'];['Happiness'];['Peace'],Engagement,happy
data/emotic_faces_128/['Engagement']/sample_011934_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Engagement']/sample_011936_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Excitement']/sample_011937_p0.jpg,['Excitement'],['Excitement'];['Happiness'];['Pleasure'],Excitement,happy
data/emotic_faces_128/['Anticipation']/sample_011938_p0.jpg,['Anticipation'],['Anticipation'];['Engagement'];['Excitement'],Anticipation,surprised
data/emotic_faces_128/['Engagement']/sample_011939_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Anticipation']/sample_011940_p0.jpg,['Anticipation'],['Anticipation'];['Happiness'],Anticipation,surprised
data/emotic_faces_128/['Engagement']/sample_011942_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Confidence']/sample_011943_p0.jpg,['Confidence'],['Confidence'];['Happiness'];['Peace'],Confidence,happy
data/emotic_faces_128/['Engagement']/sample_011944_p0.jpg,['Engagement'],['Engagement'];['Pain'],Engagement,happy
data/emotic_faces_128/['Happiness']/sample_011945_p0.jpg,['Happiness'],['Happiness'];['Pleasure'],Happiness,happy
data/emotic_faces_128/['Disconnection']/sample_011946_p0.jpg,['Disconnection'],['Disconnection'],Disconnection,neutral
data/emotic_faces_128/['Anticipation']/sample_011947_p0.jpg,['Anticipation'],['Anticipation'];['Excitement'],Anticipation,surprised
data/emotic_faces_128/['Confidence']/sample_011948_p0.jpg,['Confidence'],['Confidence'];['Pleasure'],Confidence,happy
data/emotic_faces_128/['Engagement']/sample_011949_p0.jpg,['Engagement'],['Engagement'];['Peace'],Engagement,happy
data/emotic_faces_128/['Peace']/sample_011950_p0.jpg,['Peace'],['Peace'],Peace,happy
data/emotic_faces_128/['Fatigue']/sample_011951_p0.jpg,['Fatigue'],['Fatigue'],Fatigue,sad
data/emotic_faces_128/['Engagement']/sample_011952_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Disconnection']/sample_011956_p0.jpg,['Disconnection'],['Disconnection'];['Fatigue'],Disconnection,neutral
data/emotic_faces_128/['Excitement']/sample_011957_p0.jpg,['Excitement'],['Excitement'];['Happiness'],Excitement,happy
data/emotic_faces_128/['Engagement']/sample_011958_p0.jpg,['Engagement'],['Engagement'];['Excitement'],Engagement,happy
data/emotic_faces_128/['Confidence']/sample_011959_p0.jpg,['Confidence'],['Confidence'];['Engagement'],Confidence,happy
data/emotic_faces_128/['Anticipation']/sample_011960_p0.jpg,['Anticipation'],['Anticipation'],Anticipation,surprised
data/emotic_faces_128/['Anger']/sample_011961_p0.jpg,['Anger'],['Anger'];['Annoyance'];['Disconnection'];['Disquietment'];['Doubt/Confusion'];['Embarrassment'];['Fatigue'];['Fear'];['Pain'];['Sadness'];['Suffering'],Anger,angry
data/emotic_faces_128/['Excitement']/sample_011962_p0.jpg,['Excitement'],['Excitement'],Excitement,happy
data/emotic_faces_128/['Engagement']/sample_011963_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Confidence']/sample_011964_p0.jpg,['Confidence'],['Confidence'],Confidence,happy
data/emotic_faces_128/['Engagement']/sample_011965_p0.jpg,['Engagement'],['Engagement'];['Happiness'],Engagement,happy
data/emotic_faces_128/['Engagement']/sample_011966_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Engagement']/sample_011967_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Engagement']/sample_011968_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Excitement']/sample_011969_p0.jpg,['Excitement'],['Excitement'];['Happiness'],Excitement,happy
data/emotic_faces_128/['Engagement']/sample_011971_p0.jpg,['Engagement'],['Engagement'];['Excitement'],Engagement,happy
data/emotic_faces_128/['Engagement']/sample_011973_p0.jpg,['Engagement'],['Engagement'];['Happiness'],Engagement,happy
data/emotic_faces_128/['Engagement']/sample_011974_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Happiness']/sample_011976_p0.jpg,['Happiness'],['Happiness'],Happiness,happy
data/emotic_faces_128/['Anticipation']/sample_011978_p0.jpg,['Anticipation'],['Anticipation'];['Engagement'];['Happiness'],Anticipation,surprised
data/emotic_faces_128/['Yearning']/sample_011979_p0.jpg,['Yearning'],['Yearning'],Yearning,sad
data/emotic_faces_128/['Disconnection']/sample_011981_p0.jpg,['Disconnection'],['Disconnection'];['Engagement'],Disconnection,neutral
data/emotic_faces_128/['Anticipation']/sample_011982_p0.jpg,['Anticipation'],['Anticipation'];['Confidence'];['Engagement'];['Excitement'],Anticipation,surprised
data/emotic_faces_128/['Happiness']/sample_011985_p0.jpg,['Happiness'],['Happiness'];['Peace'],Happiness,happy
data/emotic_faces_128/['Anticipation']/sample_011986_p0.jpg,['Anticipation'],['Anticipation'],Anticipation,surprised
data/emotic_faces_128/['Disapproval']/sample_011987_p0.jpg,['Disapproval'],['Disapproval'];['Disconnection'];['Pain'],Disapproval,angry
data/emotic_faces_128/['Disquietment']/sample_011988_p0.jpg,['Disquietment'],['Disquietment'],Disquietment,confused
data/emotic_faces_128/['Engagement']/sample_011990_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Engagement']/sample_011991_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Engagement']/sample_011992_p0.jpg,['Engagement'],['Engagement'];['Peace'],Engagement,happy
data/emotic_faces_128/['Engagement']/sample_011993_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Happiness']/sample_011995_p0.jpg,['Happiness'],['Happiness'],Happiness,happy
data/emotic_faces_128/['Confidence']/sample_011997_p0.jpg,['Confidence'],['Confidence'];['Engagement'],Confidence,happy
data/emotic_faces_128/['Sensitivity']/sample_011998_p0.jpg,['Sensitivity'],['Sensitivity'],Sensitivity,sad
data/emotic_faces_128/['Anticipation']/sample_011999_p0.jpg,['Anticipation'],['Anticipation'];['Engagement'];['Happiness'],Anticipation,surprised
data/emotic_faces_128/['Peace']/sample_012001_p0.jpg,['Peace'],['Peace'],Peace,happy
data/emotic_faces_128/['Engagement']/sample_012002_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Engagement']/sample_012003_p0.jpg,['Engagement'],['Engagement'];['Excitement'],Engagement,happy
data/emotic_faces_128/['Engagement']/sample_012004_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Anticipation']/sample_012005_p0.jpg,['Anticipation'],['Anticipation'];['Confidence'];['Excitement'],Anticipation,surprised
data/emotic_faces_128/['Anticipation']/sample_012008_p0.jpg,['Anticipation'],['Anticipation'];['Confidence'];['Engagement'];['Excitement'];['Pleasure'],Anticipation,surprised
data/emotic_faces_128/['Engagement']/sample_012009_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Anticipation']/sample_012010_p0.jpg,['Anticipation'],['Anticipation'];['Confidence'];['Excitement'];['Pleasure'],Anticipation,surprised
data/emotic_faces_128/['Happiness']/sample_012011_p0.jpg,['Happiness'],['Happiness'];['Peace'],Happiness,happy
data/emotic_faces_128/['Anticipation']/sample_012012_p0.jpg,['Anticipation'],['Anticipation'];['Engagement'],Anticipation,surprised
data/emotic_faces_128/['Happiness']/sample_012013_p0.jpg,['Happiness'],['Happiness'],Happiness,happy
data/emotic_faces_128/['Happiness']/sample_012017_p0.jpg,['Happiness'],['Happiness'],Happiness,happy
data/emotic_faces_128/['Engagement']/sample_012020_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Happiness']/sample_012021_p0.jpg,['Happiness'],['Happiness'];['Peace'],Happiness,happy
data/emotic_faces_128/['Engagement']/sample_012023_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Anticipation']/sample_012027_p0.jpg,['Anticipation'],['Anticipation'];['Confidence'];['Engagement'],Anticipation,surprised
data/emotic_faces_128/['Confidence']/sample_012029_p0.jpg,['Confidence'],['Confidence'];['Esteem'];['Excitement'],Confidence,happy
data/emotic_faces_128/['Disquietment']/sample_012030_p0.jpg,['Disquietment'],['Disquietment'];['Sadness'],Disquietment,confused
data/emotic_faces_128/['Disconnection']/sample_012031_p0.jpg,['Disconnection'],['Disconnection'],Disconnection,neutral
data/emotic_faces_128/['Anticipation']/sample_012032_p0.jpg,['Anticipation'],['Anticipation'];['Engagement'];['Happiness'],Anticipation,surprised
data/emotic_faces_128/['Engagement']/sample_012034_p0.jpg,['Engagement'],['Engagement'];['Esteem'];['Happiness'],Engagement,happy
data/emotic_faces_128/['Engagement']/sample_012035_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Disquietment']/sample_012036_p0.jpg,['Disquietment'],['Disquietment'];['Sadness'];['Sympathy'],Disquietment,confused
data/emotic_faces_128/['Anticipation']/sample_012037_p0.jpg,['Anticipation'],['Anticipation'];['Confidence'];['Engagement'];['Excitement'];['Happiness'],Anticipation,surprised
data/emotic_faces_128/['Engagement']/sample_012039_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Disconnection']/sample_012041_p0.jpg,['Disconnection'],['Disconnection'],Disconnection,neutral
data/emotic_faces_128/['Affection']/sample_012042_p0.jpg,['Affection'],['Affection'];['Happiness'],Affection,happy
data/emotic_faces_128/['Engagement']/sample_012043_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Confidence']/sample_012045_p0.jpg,['Confidence'],['Confidence'];['Happiness'];['Peace'],Confidence,happy
data/emotic_faces_128/['Engagement']/sample_012046_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Engagement']/sample_012049_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Affection']/sample_012050_p0.jpg,['Affection'],['Affection'];['Engagement'];['Happiness'],Affection,happy
data/emotic_faces_128/['Engagement']/sample_012051_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Sensitivity']/sample_012052_p0.jpg,['Sensitivity'],['Sensitivity'],Sensitivity,sad
data/emotic_faces_128/['Confidence']/sample_012055_p0.jpg,['Confidence'],['Confidence'];['Engagement'];['Excitement'],Confidence,happy
data/emotic_faces_128/['Esteem']/sample_012056_p0.jpg,['Esteem'],['Esteem'];['Happiness'];['Surprise'],Esteem,happy
data/emotic_faces_128/['Excitement']/sample_012057_p0.jpg,['Excitement'],['Excitement'];['Peace'],Excitement,happy
data/emotic_faces_128/['Excitement']/sample_012058_p0.jpg,['Excitement'],['Excitement'];['Happiness'],Excitement,happy
data/emotic_faces_128/['Confidence']/sample_012059_p0.jpg,['Confidence'],['Confidence'];['Engagement'];['Excitement'];['Happiness'];['Pleasure'],Confidence,happy
data/emotic_faces_128/['Engagement']/sample_012064_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Disconnection']/sample_012066_p0.jpg,['Disconnection'],['Disconnection'];['Excitement'];['Happiness'],Disconnection,neutral
data/emotic_faces_128/['Excitement']/sample_012067_p0.jpg,['Excitement'],['Excitement'];['Happiness'],Excitement,happy
data/emotic_faces_128/['Engagement']/sample_012068_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Engagement']/sample_012070_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Engagement']/sample_012071_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Affection']/sample_012073_p0.jpg,['Affection'],['Affection'];['Happiness'],Affection,happy
data/emotic_faces_128/['Engagement']/sample_012076_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Anticipation']/sample_012077_p0.jpg,['Anticipation'],['Anticipation'];['Engagement'];['Excitement'],Anticipation,surprised
data/emotic_faces_128/['Anticipation']/sample_012079_p0.jpg,['Anticipation'],['Anticipation'];['Engagement'],Anticipation,surprised
data/emotic_faces_128/['Engagement']/sample_012081_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Engagement']/sample_012082_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Anticipation']/sample_012084_p0.jpg,['Anticipation'],['Anticipation'];['Confidence'];['Engagement'];['Excitement'],Anticipation,surprised
data/emotic_faces_128/['Engagement']/sample_012086_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Engagement']/sample_012088_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Anticipation']/sample_012089_p0.jpg,['Anticipation'],['Anticipation'];['Confidence'];['Engagement'];['Excitement'],Anticipation,surprised
data/emotic_faces_128/['Confidence']/sample_012091_p0.jpg,['Confidence'],['Confidence'];['Engagement'];['Excitement'],Confidence,happy
data/emotic_faces_128/['Pleasure']/sample_012093_p0.jpg,['Pleasure'],['Pleasure'],Pleasure,happy
data/emotic_faces_128/['Affection']/sample_012094_p0.jpg,['Affection'],['Affection'];['Happiness'];['Peace'],Affection,happy
data/emotic_faces_128/['Engagement']/sample_012096_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Engagement']/sample_012097_p0.jpg,['Engagement'],['Engagement'];['Happiness'];['Pleasure'],Engagement,happy
data/emotic_faces_128/['Doubt-Confusion']/sample_012098_p0.jpg,['Doubt/Confusion'],['Doubt/Confusion'],Doubt/Confusion,confused
data/emotic_faces_128/['Excitement']/sample_012100_p0.jpg,['Excitement'],['Excitement'],Excitement,happy
data/emotic_faces_128/['Anticipation']/sample_012101_p0.jpg,['Anticipation'],['Anticipation'];['Excitement'],Anticipation,surprised
data/emotic_faces_128/['Engagement']/sample_012103_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Yearning']/sample_012104_p0.jpg,['Yearning'],['Yearning'],Yearning,sad
data/emotic_faces_128/['Doubt-Confusion']/sample_012106_p0.jpg,['Doubt/Confusion'],['Doubt/Confusion'],Doubt/Confusion,confused
data/emotic_faces_128/['Engagement']/sample_012108_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Disconnection']/sample_012111_p0.jpg,['Disconnection'],['Disconnection'];['Engagement'],Disconnection,neutral
data/emotic_faces_128/['Confidence']/sample_012112_p0.jpg,['Confidence'],['Confidence'];['Excitement'],Confidence,happy
data/emotic_faces_128/['Esteem']/sample_012115_p0.jpg,['Esteem'],['Esteem'],Esteem,happy
data/emotic_faces_128/['Excitement']/sample_012120_p0.jpg,['Excitement'],['Excitement'];['Happiness'];['Peace'];['Pleasure'],Excitement,happy
data/emotic_faces_128/['Confidence']/sample_012122_p0.jpg,['Confidence'],['Confidence'];['Engagement'];['Excitement'];['Happiness'],Confidence,happy
data/emotic_faces_128/['Affection']/sample_012124_p0.jpg,['Affection'],['Affection'];['Pleasure'],Affection,happy
data/emotic_faces_128/['Confidence']/sample_012125_p0.jpg,['Confidence'],['Confidence'];['Engagement'];['Excitement'];['Peace'];['Pleasure'],Confidence,happy
data/emotic_faces_128/['Happiness']/sample_012126_p0.jpg,['Happiness'],['Happiness'];['Pleasure'],Happiness,happy
data/emotic_faces_128/['Engagement']/sample_012127_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Disapproval']/sample_012129_p0.jpg,['Disapproval'],['Disapproval'];['Disquietment'];['Doubt/Confusion'];['Sensitivity'],Disapproval,angry
data/emotic_faces_128/['Engagement']/sample_012131_p0.jpg,['Engagement'],['Engagement'];['Excitement'];['Happiness'];['Pleasure'],Engagement,happy
data/emotic_faces_128/['Anticipation']/sample_012132_p0.jpg,['Anticipation'],['Anticipation'];['Excitement'];['Happiness'];['Surprise'],Anticipation,surprised
data/emotic_faces_128/['Yearning']/sample_012133_p0.jpg,['Yearning'],['Yearning'],Yearning,sad
data/emotic_faces_128/['Confidence']/sample_012134_p0.jpg,['Confidence'],['Confidence'];['Happiness'];['Pleasure'],Confidence,happy
data/emotic_faces_128/['Anticipation']/sample_012135_p0.jpg,['Anticipation'],['Anticipation'];['Disapproval'];['Doubt/Confusion'];['Engagement'],Anticipation,surprised
data/emotic_faces_128/['Doubt-Confusion']/sample_012136_p0.jpg,['Doubt/Confusion'],['Doubt/Confusion'],Doubt/Confusion,confused
data/emotic_faces_128/['Esteem']/sample_012137_p0.jpg,['Esteem'],['Esteem'];['Happiness'];['Pleasure'],Esteem,happy
data/emotic_faces_128/['Peace']/sample_012138_p0.jpg,['Peace'],['Peace'];['Yearning'],Peace,happy
data/emotic_faces_128/['Engagement']/sample_012139_p0.jpg,['Engagement'],['Engagement'];['Happiness'],Engagement,happy
data/emotic_faces_128/['Anticipation']/sample_012143_p0.jpg,['Anticipation'],['Anticipation'],Anticipation,surprised
data/emotic_faces_128/['Peace']/sample_012145_p0.jpg,['Peace'],['Peace'];['Pleasure'],Peace,happy
data/emotic_faces_128/['Anticipation']/sample_012146_p0.jpg,['Anticipation'],['Anticipation'];['Engagement'];['Sympathy'],Anticipation,surprised
data/emotic_faces_128/['Confidence']/sample_012147_p0.jpg,['Confidence'],['Confidence'];['Fatigue'],Confidence,happy
data/emotic_faces_128/['Happiness']/sample_012151_p0.jpg,['Happiness'],['Happiness'],Happiness,happy
data/emotic_faces_128/['Affection']/sample_012155_p0.jpg,['Affection'],['Affection'];['Engagement'];['Excitement'];['Happiness'];['Pleasure'],Affection,happy
data/emotic_faces_128/['Disconnection']/sample_012156_p0.jpg,['Disconnection'],['Disconnection'];['Engagement'],Disconnection,neutral
data/emotic_faces_128/['Engagement']/sample_012157_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Confidence']/sample_012158_p0.jpg,['Confidence'],['Confidence'];['Happiness'],Confidence,happy
data/emotic_faces_128/['Disconnection']/sample_012161_p0.jpg,['Disconnection'],['Disconnection'],Disconnection,neutral
data/emotic_faces_128/['Confidence']/sample_012162_p0.jpg,['Confidence'],['Confidence'];['Disconnection'];['Engagement'],Confidence,happy
data/emotic_faces_128/['Engagement']/sample_012163_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Engagement']/sample_012166_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Affection']/sample_012167_p0.jpg,['Affection'],['Affection'];['Confidence'];['Engagement'];['Happiness'],Affection,happy
data/emotic_faces_128/['Anticipation']/sample_012168_p0.jpg,['Anticipation'],['Anticipation'];['Engagement'],Anticipation,surprised
data/emotic_faces_128/['Anticipation']/sample_012169_p0.jpg,['Anticipation'],['Anticipation'];['Excitement'],Anticipation,surprised
data/emotic_faces_128/['Excitement']/sample_012171_p0.jpg,['Excitement'],['Excitement'];['Happiness'],Excitement,happy
data/emotic_faces_128/['Confidence']/sample_012172_p0.jpg,['Confidence'],['Confidence'];['Engagement'],Confidence,happy
data/emotic_faces_128/['Affection']/sample_012173_p0.jpg,['Affection'],['Affection'];['Engagement'];['Happiness'];['Pleasure'],Affection,happy
data/emotic_faces_128/['Engagement']/sample_012174_p0.jpg,['Engagement'],['Engagement'],Engagement,happy
data/emotic_faces_128/['Anticipation']/sample_012176_p0.jpg,['Anticipation'],['Anticipation'];['Engagement'];['Excitement'],Anticipation,surprised
